crash_year,hour_of_day,latitude,longitude
2012,20,39 59:05.643,75 09:58.813
2012,21,40 01:25.375,75 09:52.586
2012,8,39 58:23.355,75 11:37.454
2012,11,39 58:31.786,75 11:41.385
2012,10,40 01:51.585,75 05:35.746
2012,13,39 56:45.552,75 08:33.040
2012,16,39 57:25.120,75 11:39.174
2012,21,40 03:06.246,75 07:37.696
2012,16,39 55:36.285,75 09:20.638
2012,13,40 04:51.077,75 01:43.585
2012,8,39 57:15.624,75 11:30.453
2012,22,40 03:18.270,75 11:04.851
2012,11,40 01:00.696,75 05:00.749
2012,18,39 58:19.508,75 09:51.420
2012,16,40 02:28.908,75 01:41.719
2012,8,40 01:21.088,75 08:17.237
2012,19,39 57:42.363,75 09:22.080
2012,11,40 07:11.834,74 59:43.018
2012,5,40 00:51.570,75 10:41.163
2012,20,39 56:38.199,75 11:31.877
2012,11,40 03:02.656,75 08:55.144
2012,22,40 02:18.748,75 08:41.456
2012,15,40 00:27.973,75 08:22.555
2012,13,40 01:57.810,75 06:23.231
2012,13,39 53:51.633,75 12:42.272
2012,13,40 03:35.558,75 03:07.293
2012,21,40 00:54.719,75 03:14.718
2012,15,39 59:30.160,75 12:08.997
2012,16,39 55:42.917,75 08:40.122
2012,17,39 56:36.020,75 08:33.950
2012,14,39 57:28.162,75 12:49.925
2012,8,39 57:15.433,75 13:56.974
2012,21,39 57:49.760,75 08:21.270
2012,15,40 06:02.021,75 02:32.964
2012,12,40 02:13.022,75 08:42.708
2012,23,40 04:16.241,75 02:17.269
2012,22,40 05:51.951,75 00:43.901
2012,22,40 06:00.676,75 01:18.249
2012,22,40 01:14.225,75 08:55.554
2012,12,39 55:20.276,75 09:12.206
2012,22,39 59:39.285,75 14:02.332
2012,3,40 06:04.577,74 59:20.507
2012,22,40 00:22.334,75 06:56.185
2012,16,39 56:25.985,75 11:52.009
2012,0,40 00:06.710,75 10:03.478
2012,11,39 57:10.026,75 10:00.662
2012,15,39 58:28.437,75 14:17.876
2012,17,40 02:51.645,75 03:35.383
2012,9,40 03:20.701,75 05:22.429
2012,1,40 00:13.290,75 10:51.870
2012,13,40 02:31.027,75 04:30.123
2012,0,40 00:51.551,75 10:42.216
2012,7,40 01:47.421,75 06:15.635
2012,13,39 57:20.202,75 12:30.054
2012,23,39 59:13.969,75 14:56.075
2012,11,39 57:55.652,75 10:39.664
2012,20,40 02:00.530,75 01:45.640
2012,9,39 57:32.045,75 10:12.009
2012,22,39 57:54.684,75 08:25.634
2012,13,40 02:21.243,75 03:23.970
2012,19,40 01:10.588,75 03:19.749
2012,15,39 56:51.471,75 10:38.773
2012,14,40 02:05.031,75 04:16.290
2012,18,40 01:34.840,75 05:50.934
2012,13,39 56:43.369,75 11:25.410
2012,16,39 59:49.593,75 14:07.096
2012,11,40 00:21.613,75 05:30.664
2012,14,39 58:52.940,75 11:19.178
2012,12,40 03:25.671,75 02:04.150
2012,22,39 58:06.322,75 13:36.191
2012,13,40 03:00.812,75 05:41.955
2012,17,39 59:36.402,75 10:16.759
2012,16,39 54:31.902,75 09:02.552
2012,12,39 58:18.703,75 14:41.713
2012,4,40 01:57.154,75 07:27.076
2012,5,40 00:13.278,75 10:08.870
2012,20,39 59:13.650,75 09:45.421
2012,8,39 57:13.208,75 13:07.381
2012,21,39 56:56.040,75 14:44.033
2012,5,40 02:28.908,75 01:41.719
2012,21,39 55:02.334,75 10:28.574
2012,2,39 56:23.042,75 13:31.760
2012,8,39 59:14.899,75 12:27.738
2012,19,39 58:30.858,75 15:42.801
2012,5,39 58:03.310,75 07:56.085
2012,18,39 57:47.997,75 11:02.437
2012,17,39 57:33.425,75 10:23.134
2012,10,40 03:22.935,75 09:09.367
2012,17,39 57:33.593,75 10:24.492
2012,14,39 53:32.915,75 13:21.046
2012,11,39 57:16.601,75 09:53.486
2012,9,40 00:14.647,75 10:49.277
2012,10,39 58:01.071,75 11:16.357
2012,18,39 55:16.608,75 09:19.151
2012,14,39 59:12.202,75 10:19.063
2012,19,40 00:09.496,75 11:04.305
2012,4,39 56:50.107,75 13:36.654
2012,0,39 57:46.416,75 10:42.726
2012,17,39 57:18.945,75 08:29.792
2012,6,39 58:51.675,75 11:57.276
2012,0,39 58:15.383,75 07:42.530
2012,13,40 02:15.016,75 12:37.445
2012,5,40 00:02.271,75 07:58.407
2012,20,39 56:00.960,75 08:44.440
2012,19,39 56:21.059,75 14:06.781
2012,23,39 59:29.900,75 07:26.119
2012,15,39 59:39.685,75 07:59.246
2012,15,40 02:25.526,75 03:55.923
2012,12,39 59:15.679,75 09:16.209
2012,18,40 06:16.064,75 00:07.662
2012,99,39 56:07.623,75 10:25.881
2012,17,40 07:09.374,75 01:03.879
2012,11,40 03:25.005,75 14:15.169
2012,8,40 04:44.518,75 01:50.920
2012,10,39 59:54.225,75 10:30.748
2012,99,40 00:49.975,75 07:33.617
2012,7,40 05:49.711,75 01:05.375
2012,14,40 03:29.803,75 02:35.671
2012,8,39 57:11.713,75 08:10.093
2012,6,40 02:24.140,75 09:03.553
2012,4,39 57:41.763,75 10:57.486
2012,2,39 58:31.362,75 09:56.606
2012,15,39 56:29.692,75 08:31.694
2012,17,39 58:13.274,75 14:08.548
2012,14,40 01:34.321,75 10:08.941
2012,16,40 00:33.653,75 12:18.287
2012,10,40 07:24.747,75 00:55.270
2012,18,39 57:17.622,75 12:31.637
2012,14,40 00:32.110,75 12:19.393
2012,11,39 58:59.480,75 09:24.548
2012,17,40 00:38.544,75 09:02.934
2012,2,39 57:48.901,75 14:47.835
2012,4,39 59:12.278,75 09:21.757
2012,16,39 57:36.592,75 10:48.855
2012,23,40 07:20.334,75 00:47.260
2012,22,39 54:28.051,75 09:27.025
2012,2,40 01:18.237,75 10:53.032
2012,16,39 54:05.670,75 13:44.790
2012,16,39 58:30.584,75 11:17.385
2012,10,39 57:13.478,75 14:25.709
2012,8,39 56:43.369,75 11:25.410
2012,13,40 02:28.908,75 01:41.719
2012,15,40 03:12.351,75 00:30.527
2012,7,39 55:53.531,75 13:54.070
2012,5,40 00:27.625,75 12:05.682
2012,20,39 57:43.450,75 08:22.267
2012,9,39 56:18.878,75 11:54.439
2012,6,39 57:59.259,75 11:14.338
2012,13,39 59:43.976,75 10:01.317
2012,12,40 00:07.944,75 09:27.619
2012,19,39 57:34.246,75 10:50.766
2012,11,39 57:31.034,75 12:51.444
2012,18,40 03:50.652,75 09:53.272
2012,21,39 59:07.645,75 14:53.388
2012,1,40 01:00.708,75 08:58.113
2012,17,39 57:04.137,75 09:24.538
2012,17,40 00:30.523,75 12:40.023
2012,17,40 05:07.820,75 13:51.900
2012,7,40 00:10.277,75 11:42.178
2012,16,39 56:02.371,75 08:53.174
2012,0,39 59:02.771,75 12:29.979
2012,20,39 58:24.624,75 12:22.966
2012,14,40 00:46.713,75 07:09.797
2012,15,39 57:58.876,75 10:45.435
2012,4,39 57:27.542,75 09:44.544
2012,16,39 55:53.884,75 11:58.590
2012,19,39 57:27.736,75 09:44.915
2012,2,39 57:34.009,75 14:21.443
2012,6,40 00:28.848,75 12:09.176
2012,21,40 02:17.922,75 00:37.945
2012,99,39 58:31.677,75 07:15.443
2012,99,39 55:28.053,75 10:13.100
2012,13,39 53:59.535,75 10:28.835
2012,4,39 58:39.130,75 07:26.770
2012,22,39 59:35.473,75 09:40.885
2012,14,40 06:26.217,75 01:36.102
2012,3,39 56:24.257,75 08:37.094
2012,15,39 59:16.193,75 10:50.093
2012,10,40 05:18.096,75 02:38.680
2012,17,39 55:48.010,75 09:52.822
2012,9,39 57:22.521,75 14:38.439
2012,12,40 00:41.506,75 04:11.278
2012,10,40 00:02.636,75 08:36.306
2012,9,40 01:47.237,75 03:36.393
2012,14,39 59:28.137,75 06:05.087
2012,18,40 01:53.251,75 01:19.042
2012,10,40 02:17.041,75 08:22.095
2012,12,39 56:42.324,75 09:40.921
2012,16,39 58:52.463,75 06:09.062
2012,15,40 04:44.742,75 02:12.368
2012,5,39 58:02.420,75 10:51.275
2012,21,39 55:28.531,75 10:16.770
2012,18,39 56:30.138,75 14:04.929
2012,7,39 59:30.602,75 07:07.017
2012,3,39 57:31.638,75 10:49.001
2012,99,40 00:32.432,75 09:22.384
2012,22,39 57:41.763,75 10:57.486
2012,3,39 59:50.859,75 07:16.470
2012,14,39 57:03.116,75 09:36.477
2012,18,39 58:57.415,75 10:30.667
2012,17,40 02:19.215,75 02:39.407
2012,18,39 56:52.461,75 14:37.363
2012,17,39 57:29.993,75 09:58.972
2012,9,40 03:19.907,75 07:34.654
2012,11,39 58:04.045,75 07:53.547
2012,11,40 07:07.266,74 59:36.808
2012,23,39 53:13.668,75 12:17.893
2012,23,40 03:03.452,75 11:00.369
2012,8,39 58:43.230,75 09:28.092
2012,99,39 58:55.079,75 14:20.664
2012,21,39 55:26.800,75 10:03.408
2012,9,40 00:58.000,75 12:17.100
2012,13,40 03:52.371,74 59:55.995
2012,19,40 05:04.029,75 02:18.148
2012,22,39 56:43.040,75 08:35.455
2012,11,39 55:03.039,75 10:34.125
2012,15,40 02:28.801,75 06:24.126
2012,21,40 02:47.137,75 09:29.296
2012,19,40 01:12.576,75 03:26.568
2012,18,39 57:25.754,75 09:25.736
2012,23,39 55:57.499,75 12:00.127
2012,12,39 53:59.950,75 13:50.080
2012,1,39 56:05.853,75 08:33.775
2012,10,40 03:14.849,75 04:15.886
2012,22,39 59:32.779,75 09:17.702
2012,2,39 59:20.654,75 05:15.745
2012,18,39 55:25.338,75 09:52.068
2012,8,40 03:56.964,75 03:05.038
2012,99,39 55:32.523,75 13:38.884
2012,16,40 00:45.370,75 05:29.291
2012,0,39 55:21.564,75 11:28.272
2012,15,40 05:23.951,74 58:30.687
2012,23,39 54:24.905,75 08:20.410
2012,19,40 01:48.874,75 08:45.412
2012,2,39 57:24.144,75 08:32.205
2012,99,39 55:47.221,75 08:40.099
2012,9,39 59:25.216,75 13:13.303
2012,16,40 02:36.777,75 06:50.416
2012,0,40 03:42.905,75 09:47.363
2012,10,40 04:06.284,75 14:25.031
2012,15,39 59:34.652,75 10:17.706
2012,4,39 55:50.174,75 09:34.840
2012,14,40 00:28.573,75 09:05.102
2012,23,39 59:13.340,75 06:37.858
2012,6,40 02:49.246,75 06:27.406
2012,14,39 57:23.057,75 12:30.428
2012,22,39 57:39.360,75 14:42.201
2012,1,40 00:43.835,75 03:35.732
2012,5,39 56:22.681,75 11:53.378
2012,20,40 00:28.014,75 12:04.077
2012,15,39 58:14.012,75 08:59.857
2012,19,40 04:26.624,75 11:27.147
2012,99,40 01:49.093,75 10:12.733
2012,13,39 59:25.940,75 07:06.347
2012,20,39 58:25.181,75 12:31.951
2012,7,39 58:43.489,75 08:20.003
2012,7,40 01:18.310,75 07:33.794
2012,16,40 01:07.546,75 04:27.667
2012,15,40 04:19.657,75 10:05.915
2012,16,39 58:06.632,75 07:42.910
2012,15,39 55:53.635,75 10:05.434
2012,9,39 56:58.740,75 09:37.407
2012,1,39 57:16.044,75 09:48.925
2012,7,39 55:16.534,75 11:37.851
2012,17,39 59:22.466,75 09:25.981
2012,99,40 04:25.435,75 01:40.551
2012,16,40 00:59.686,75 08:48.309
2012,18,39 54:50.374,75 10:11.283
2012,17,40 02:34.209,75 02:41.449
2012,6,40 00:26.118,75 11:31.929
2012,7,40 02:25.526,75 03:55.923
2012,20,39 55:49.245,75 10:36.836
2012,3,40 01:12.864,75 04:38.089
2012,21,39 57:09.147,75 13:27.875
2012,18,40 04:23.899,75 02:10.793
2012,16,39 57:59.598,75 08:45.243
2012,9,39 59:59.654,75 09:00.593
2012,22,39 56:41.495,75 08:33.895
2012,23,40 00:38.808,75 07:35.921
2012,2,39 58:25.773,75 12:23.417
2012,7,39 57:32.371,75 10:26.147
2012,18,39 58:48.567,75 10:09.473
2012,15,39 56:06.428,75 13:14.707
2012,18,39 59:53.146,75 07:34.173
2012,14,40 02:12.685,75 03:44.227
2012,14,40 01:12.005,75 09:07.946
2012,99,40 02:47.137,75 09:29.296
2012,13,39 55:14.610,75 09:48.520
2012,6,40 06:44.373,75 01:31.418
2012,10,39 59:35.376,75 08:52.432
2012,17,40 01:42.232,75 04:27.557
2012,99,40 03:46.940,75 05:11.620
2012,19,40 02:18.924,75 11:01.193
2012,13,39 57:26.617,75 08:49.702
2012,4,40 02:41.752,75 01:20.775
2012,0,40 01:03.407,75 09:17.178
2012,14,39 57:08.987,75 10:37.232
2012,18,40 02:48.469,75 08:43.533
2012,9,39 57:57.052,75 09:58.496
2012,10,39 56:27.910,75 11:51.351
2012,20,39 54:04.758,75 14:21.973
2012,99,39 55:19.106,75 09:39.477
2012,0,39 56:31.114,75 11:38.408
2012,2,40 02:11.900,75 03:53.648
2012,0,39 57:17.491,75 09:04.108
2012,23,39 58:26.371,75 16:08.389
2012,99,39 58:02.240,75 08:12.065
2012,15,40 00:57.204,75 06:40.881
2012,17,39 57:55.076,75 11:46.600
2012,15,39 56:51.769,75 13:55.701
2012,6,40 03:11.660,75 09:27.723
2012,10,40 04:54.040,74 59:39.691
2012,7,40 04:09.348,75 02:23.208
2012,18,39 58:16.582,75 13:38.114
2012,3,39 56:17.158,75 10:36.794
2012,2,40 02:10.712,75 00:57.654
2012,22,40 02:12.109,75 09:30.211
2012,11,40 01:59.916,75 04:48.230
2012,99,39 55:25.207,75 10:46.852
2012,21,39 58:48.338,75 08:40.981
2012,12,40 00:08.197,75 06:35.434
2012,8,39 59:46.572,75 06:22.201
2012,2,39 55:54.148,75 08:43.844
2012,15,39 58:04.308,75 11:23.559
2012,17,39 55:56.744,75 09:16.016
2012,18,39 56:12.075,75 10:01.033
2012,9,39 59:04.850,75 09:23.377
2012,99,39 53:23.198,75 14:01.809
2012,23,39 59:48.195,75 09:32.086
2012,22,39 55:40.490,75 11:14.888
2012,20,39 55:19.930,75 13:49.176
2012,21,40 02:47.170,75 03:27.566
2012,9,39 58:38.414,75 12:01.391
2012,15,39 58:50.422,75 13:43.953
2012,15,40 03:49.505,75 05:00.516
2012,14,40 01:40.946,75 06:36.204
2012,16,39 59:38.878,75 07:11.316
2012,23,40 01:24.018,75 10:44.495
2012,14,39 56:38.929,75 13:41.444
2012,0,39 57:22.218,75 09:44.119
2012,20,40 03:23.650,75 01:32.886
2012,23,40 05:04.045,75 01:49.440
2012,9,40 00:58.163,75 12:14.869
2012,20,40 01:58.666,75 04:49.057
2012,13,39 56:55.283,75 09:32.299
2012,6,40 00:06.505,75 07:28.523
2012,99,40 00:06.041,75 03:54.473
2012,17,40 03:57.124,75 08:49.347
2012,1,40 01:15.956,75 13:00.670
2012,14,40 02:09.929,75 09:19.994
2012,21,39 56:19.705,75 10:27.826
2012,9,40 01:50.847,75 06:43.088
2012,19,39 58:28.020,75 09:31.391
2012,7,40 02:43.859,75 05:17.937
2012,9,39 55:09.995,75 14:24.101
2012,19,39 59:03.192,75 06:29.825
2012,5,39 53:54.734,75 10:53.807
2012,1,39 56:59.751,75 08:31.566
2012,11,39 58:56.395,75 13:11.873
2012,21,40 00:26.789,75 07:30.615
2012,17,40 01:11.632,75 10:52.208
2012,8,39 59:03.566,75 12:11.404
2012,3,40 03:08.516,75 14:10.540
2012,14,40 06:23.326,75 01:48.353
2012,9,40 01:38.505,75 05:56.834
2012,22,40 00:02.415,75 05:51.842
2012,11,39 56:54.412,75 12:25.451
2012,9,40 01:29.881,75 12:48.826
2012,19,39 57:35.636,75 10:40.797
2012,17,39 55:39.651,75 09:58.143
2012,5,40 02:50.984,75 06:44.541
2012,21,40 01:11.456,75 06:37.889
2012,18,40 03:24.250,75 02:48.711
2012,8,40 01:03.970,75 02:54.485
2012,18,39 56:42.210,75 09:17.840
2012,13,39 59:46.188,75 10:18.409
2012,12,40 01:37.426,75 02:33.327
2012,16,39 57:14.396,75 13:48.057
2012,22,40 00:53.607,75 06:33.559
2012,21,39 57:27.542,75 09:44.544
2012,11,39 53:42.157,75 14:13.441
2012,99,40 03:50.306,75 03:34.568
2012,22,40 01:36.153,75 07:02.268
2012,1,39 59:27.441,75 10:47.643
2012,12,40 05:04.860,75 01:30.269
2012,2,39 59:59.964,75 09:11.322
2012,14,40 03:15.663,75 04:17.959
2012,19,39 57:25.785,75 09:04.228
2012,8,39 56:17.761,75 10:12.111
2012,11,39 58:58.008,75 07:49.965
2012,11,40 01:44.349,75 05:21.034
2012,12,40 03:13.018,75 08:29.204
2012,99,39 55:18.627,75 09:12.765
2012,12,39 57:45.388,75 13:13.159
2012,11,39 57:36.586,75 10:48.806
2012,21,40 02:12.742,75 11:51.388
2012,0,40 00:06.303,75 08:54.495
2012,2,40 03:33.304,74 59:37.377
2012,14,40 05:12.438,74 58:18.635
2012,16,39 59:28.673,75 08:01.340
2012,16,40 05:26.926,75 03:51.483
2012,7,39 57:56.026,75 14:38.713
2012,16,39 57:53.438,75 13:34.071
2012,14,39 57:16.776,75 12:03.157
2012,18,40 02:24.323,75 06:30.895
2012,21,40 03:34.628,75 04:09.170
2012,17,39 59:44.649,75 05:43.825
2012,16,39 59:04.930,75 06:10.941
2012,9,39 57:29.663,75 13:23.484
2012,16,39 57:23.385,75 12:48.458
2012,16,39 54:20.727,75 11:38.377
2012,13,39 56:41.643,75 09:35.305
2012,6,40 02:07.318,75 05:28.578
2012,99,39 58:25.946,75 08:35.552
2012,99,39 55:19.796,75 11:25.782
2012,6,39 58:34.136,75 11:44.141
2012,11,40 02:04.129,75 08:44.240
2012,99,40 01:04.425,75 04:50.429
2012,99,40 01:04.190,75 12:07.473
2012,11,40 07:00.043,75 01:11.647
2012,22,39 54:29.346,75 09:23.146
2012,15,39 56:59.866,75 09:46.799
2012,12,40 01:34.323,75 07:03.037
2012,12,39 55:56.194,75 13:47.502
2012,17,40 02:47.378,75 05:56.023
2012,8,39 58:36.111,75 06:50.762
2012,12,39 56:52.992,75 09:52.066
2012,1,40 02:19.640,75 07:25.924
2012,17,39 54:59.774,75 10:09.226
2012,22,39 54:17.003,75 14:25.804
2012,13,40 00:21.969,75 11:16.284
2012,19,39 55:06.758,75 13:33.159
2012,22,40 03:28.841,75 08:20.620
2012,8,39 55:30.486,75 09:56.789
2012,23,39 58:23.921,75 09:32.778
2012,19,39 59:54.544,75 07:42.874
2012,13,39 53:35.110,75 11:48.133
2012,19,40 01:06.762,75 10:01.463
2012,11,40 01:44.748,75 06:18.986
2012,1,40 03:08.017,75 05:34.938
2012,9,40 07:53.956,75 00:43.926
2012,17,40 01:16.798,75 03:13.460
2012,21,40 02:10.346,75 03:51.114
2012,1,39 54:39.718,75 09:00.730
2012,1,40 01:46.448,75 07:55.290
2012,10,40 02:40.989,75 07:17.032
2012,0,39 55:25.338,75 09:52.068
2012,12,40 04:50.300,75 01:43.376
2012,2,39 55:20.731,75 13:23.335
2012,12,40 01:28.531,75 13:17.043
2012,99,40 03:15.883,75 01:07.262
2012,9,39 58:43.342,75 05:51.613
2012,12,40 00:24.725,75 07:24.643
2012,14,39 57:56.145,75 13:55.617
2012,10,40 02:06.023,75 07:09.527
2012,19,40 00:57.091,75 08:58.900
2012,20,40 04:01.087,75 09:29.811
2012,10,40 00:59.814,75 08:49.815
2012,15,40 02:53.162,75 04:08.816
2012,8,40 00:58.116,75 12:14.232
2012,17,39 58:53.890,75 06:07.624
2012,16,39 55:09.051,75 12:38.764
2012,14,40 01:14.980,75 05:37.470
2012,17,39 57:21.855,75 08:54.802
2012,99,39 55:56.442,75 09:56.780
2012,13,40 05:18.110,75 02:55.820
2012,99,40 02:17.509,75 02:58.567
2012,3,39 58:56.313,75 12:27.913
2012,9,39 57:27.432,75 08:44.473
2012,9,39 59:50.143,75 07:46.279
2012,9,40 02:21.400,75 03:24.357
2012,22,39 54:20.429,75 11:37.829
2012,16,39 58:38.507,75 13:37.478
2012,16,40 01:34.998,75 07:01.744
2012,7,40 05:34.368,75 13:24.847
2012,0,40 06:43.184,74 59:26.035
2012,15,39 57:01.311,75 11:57.769
2012,19,40 01:59.066,75 01:44.241
2012,10,39 57:06.095,75 08:29.301
2012,5,40 00:07.975,75 04:42.325
2012,13,40 01:38.600,75 11:33.640
2012,15,40 03:25.988,75 00:04.335
2012,20,40 04:19.382,75 00:46.920
2012,0,40 00:29.232,75 04:21.619
2012,10,40 00:13.629,75 09:26.557
2012,18,39 57:33.112,75 10:20.610
2012,9,39 58:44.417,75 07:06.950
2012,8,40 01:41.200,75 11:25.700
2012,15,39 58:27.116,75 12:11.378
2012,23,39 57:07.016,75 14:19.755
2012,20,39 56:11.505,75 12:58.499
2012,17,39 57:02.268,75 12:56.106
2012,7,39 55:00.702,75 12:57.705
2012,16,39 58:13.489,75 08:47.550
2012,16,39 55:43.168,75 10:25.283
2012,14,40 00:19.118,75 04:32.405
2012,16,39 57:08.535,75 09:17.776
2012,9,39 58:28.135,75 07:04.829
2012,18,39 58:35.983,75 14:01.359
2012,19,39 58:37.470,75 13:47.492
2012,4,40 04:02.316,75 00:31.866
2012,6,39 58:51.236,75 08:46.356
2012,15,39 54:08.070,75 14:26.250
2012,4,39 58:36.490,75 06:50.038
2012,0,39 55:33.913,75 10:58.474
2012,17,39 57:04.187,75 09:12.892
2012,2,39 58:51.495,75 14:10.214
2012,13,40 03:29.654,74 59:51.644
2012,13,39 55:25.258,75 09:28.846
2012,13,39 57:17.234,75 09:58.979
2012,5,39 59:25.750,75 14:57.164
2012,99,40 03:26.611,75 09:36.536
2012,5,39 57:10.338,75 10:48.037
2012,5,40 02:17.106,75 10:14.105
2012,1,40 02:41.148,75 10:54.017
2012,21,39 55:52.165,75 11:00.034
2012,14,39 58:33.531,75 09:34.070
2012,2,40 01:06.247,75 05:48.725
2012,11,39 55:38.416,75 08:41.201
2012,17,40 03:52.300,74 59:55.871
2012,9,39 54:49.397,75 11:31.830
2012,9,39 57:15.827,75 11:55.010
2012,1,39 55:44.302,75 09:24.641
2012,1,39 58:20.341,75 10:35.571
2012,4,40 01:47.506,75 06:35.017
2012,12,40 02:03.472,75 02:19.006
2012,13,39 56:41.068,75 08:33.984
2012,13,40 02:29.144,75 00:16.701
2012,15,39 59:12.710,75 08:09.023
2012,22,39 56:36.184,75 13:56.326
2012,99,39 57:31.482,75 08:43.587
2012,23,40 02:57.636,75 00:42.053
2012,2,40 01:34.787,75 06:59.854
2012,7,40 00:39.724,75 11:01.066
2012,11,40 00:06.620,75 07:05.970
2012,16,39 56:20.857,75 11:54.232
2012,19,40 01:17.886,75 07:27.678
2012,99,39 58:50.088,75 06:39.398
2012,17,40 03:19.466,75 02:39.881
2012,16,39 53:15.183,75 14:52.556
2012,99,39 58:49.315,75 10:15.272
2012,11,39 54:10.226,75 09:03.069
2012,99,39 58:56.085,75 10:43.089
2012,12,40 04:44.129,75 01:31.222
2012,20,39 57:05.819,75 10:57.002
2012,11,40 01:36.112,75 09:58.676
2012,19,40 02:19.968,75 07:28.127
2012,23,39 57:34.397,75 10:30.957
2012,22,40 04:36.609,75 12:28.031
2012,2,39 58:34.963,75 11:44.105
2012,2,40 00:29.592,75 05:41.301
2012,12,39 54:10.596,75 10:26.386
2012,16,39 59:50.150,75 10:48.932
2012,13,40 01:45.565,75 06:23.345
2012,10,40 00:20.131,75 06:11.812
2012,19,40 00:31.674,75 12:17.709
2012,22,40 01:39.530,75 11:30.420
2012,21,40 01:35.739,75 08:39.781
2012,14,40 00:54.823,75 10:11.829
2012,13,39 56:41.825,75 11:28.016
2012,13,39 58:56.686,75 11:12.098
2012,99,40 01:50.524,75 03:42.293
2012,14,40 04:30.988,75 09:37.550
2012,12,39 59:52.757,75 07:31.225
2012,19,40 01:30.914,75 02:50.902
2012,19,39 53:55.744,75 10:09.668
2012,10,40 02:44.514,75 01:53.568
2012,19,40 03:26.532,75 04:36.059
2012,8,40 05:26.613,75 03:20.265
2012,21,40 02:49.086,75 08:34.422
2012,3,40 02:03.994,75 05:07.659
2012,11,40 04:55.660,74 58:01.090
2012,6,40 06:02.021,75 02:32.964
2012,8,39 55:51.964,75 08:37.973
2012,16,39 57:29.370,75 09:50.738
2012,15,39 59:36.513,75 07:19.736
2012,15,40 00:36.265,75 09:27.402
2012,12,40 04:59.160,75 03:02.772
2012,99,40 01:34.878,75 08:57.094
2012,11,39 57:32.239,75 13:44.330
2012,11,39 58:14.439,75 12:52.337
2012,99,40 03:21.040,75 07:37.414
2012,10,40 07:20.334,75 00:47.260
2012,18,39 55:14.253,75 09:00.640
2012,12,39 57:04.866,75 11:56.817
2012,10,39 56:19.046,75 12:59.785
2012,20,40 00:28.014,75 12:04.077
2012,17,39 57:32.726,75 11:49.885
2012,7,39 58:15.835,75 09:21.378
2012,4,40 01:56.323,75 04:54.182
2012,21,39 58:15.132,75 11:34.938
2012,16,39 57:51.843,75 12:15.632
2012,15,40 02:10.172,75 09:20.203
2012,15,40 02:07.425,75 06:30.497
2012,14,40 03:26.321,75 04:36.342
2012,22,40 00:59.157,75 08:58.837
2012,9,39 59:38.975,75 09:22.576
2012,1,39 56:04.485,75 08:33.750
2012,9,39 57:52.480,75 14:10.305
2012,17,40 00:58.115,75 12:14.232
2012,12,39 59:28.968,75 08:03.632
2012,15,39 59:11.018,75 10:10.592
2012,8,39 57:36.149,75 13:29.566
2012,20,39 53:56.828,75 10:41.643
2012,19,39 57:02.779,75 13:21.979
2012,16,39 57:34.401,75 10:34.593
2012,8,39 57:06.873,75 09:37.045
2012,23,40 00:36.288,75 08:10.709
2012,14,40 00:52.376,75 07:51.927
2012,21,40 06:11.355,75 00:13.257
2012,18,39 54:56.724,75 13:14.756
2012,9,40 05:29.043,75 02:50.167
2012,13,40 00:23.847,75 05:17.639
2012,11,39 57:27.369,75 09:31.269
2012,15,40 02:49.554,75 08:23.414
2012,20,40 01:50.025,75 08:47.329
2012,18,39 58:36.075,75 06:49.502
2012,22,40 07:09.922,75 00:30.549
2012,23,40 06:50.926,74 59:15.880
2012,10,39 57:36.217,75 10:45.567
2012,7,40 01:51.687,75 06:16.142
2012,23,40 01:19.607,75 09:44.150
2012,19,39 58:49.315,75 10:15.272
2012,18,39 57:35.911,75 10:42.928
2012,9,39 57:07.489,75 08:27.588
2012,9,40 02:01.849,75 07:41.314
2012,19,39 54:40.324,75 13:49.224
2012,15,40 04:34.310,75 11:42.983
2012,17,39 57:23.022,75 13:17.766
2012,3,40 03:03.004,75 05:09.689
2012,15,39 59:53.203,75 08:30.404
2012,2,40 00:33.630,75 11:18.855
2012,0,39 56:09.448,75 10:44.277
2012,15,40 02:04.995,75 03:49.874
2012,1,39 59:12.285,75 07:00.404
2012,8,40 01:27.084,75 05:04.199
2012,6,40 01:24.736,75 04:47.909
2012,8,39 58:19.398,75 14:47.404
2012,9,39 57:36.624,75 08:13.909
2012,9,40 01:14.247,75 04:48.644
2012,2,39 59:38.162,75 06:52.700
2012,15,40 06:46.663,75 01:22.836
2012,16,39 55:46.755,75 11:51.580
2012,20,40 02:58.809,74 59:17.431
2012,5,40 03:17.948,75 13:56.280
2012,22,39 57:47.991,75 13:34.381
2012,17,39 58:28.663,75 11:57.118
2012,18,39 57:31.834,75 12:22.607
2012,11,39 59:32.189,75 11:40.010
2012,12,40 00:45.131,75 04:23.853
2012,22,39 56:45.762,75 11:22.967
2012,99,39 59:11.522,75 09:28.418
2012,16,40 00:50.922,75 04:40.900
2012,2,39 57:45.959,75 11:34.264
2012,18,39 55:51.079,75 13:02.437
2012,18,40 00:02.012,75 06:18.529
2012,18,39 55:32.545,75 11:16.609
2012,7,40 01:24.687,75 08:00.078
2012,15,39 55:26.026,75 13:19.689
2012,20,40 03:47.304,75 09:20.527
2012,18,40 03:22.935,75 09:09.367
2012,1,40 01:47.019,75 07:14.196
2012,15,40 01:28.740,75 07:25.247
2012,9,40 02:12.961,75 08:42.306
2012,2,40 02:12.961,75 08:42.306
