crash_year,hour_of_day,latitude,longitude
2016,19,40 04:14.162,75 11:05.030
2016,8,39 59:00.430,75 06:19.637
2016,16,40 01:32.235,75 07:20.819
2016,18,39 53:16.598,75 12:13.276
2016,16,39 55:30.795,75 09:33.112
2016,14,39 57:20.190,75 11:22.129
2016,16,39 59:37.976,75 06:32.148
2016,18,39 57:33.918,75 14:43.386
2016,16,39 56:29.551,75 09:49.528
2016,21,40 01:48.689,75 11:15.905
2016,16,40 06:27.307,75 03:13.453
2016,18,40 01:19.120,75 06:53.578
2016,1,39 57:53.552,75 09:38.865
2016,14,40 02:58.169,74 59:45.492
2016,8,39 54:35.700,75 11:05.900
2016,21,39 57:14.230,75 09:34.171
2016,2,39 59:48.062,75 08:21.127
2016,3,40 01:29.740,75 07:34.438
2016,0,40 04:00.671,75 08:44.009
2016,0,39 57:28.076,75 09:36.864
2016,12,39 57:09.867,75 14:26.480
2016,7,40 04:51.101,75 01:42.607
2016,17,40 02:08.175,75 10:29.939
2016,11,40 03:22.882,75 03:12.114
2016,10,40 00:15.800,75 09:43.491
2016,20,40 05:57.491,74 59:09.811
2016,16,40 02:28.824,75 02:56.201
2016,20,39 57:02.163,75 14:23.319
2016,16,39 55:21.357,75 08:51.994
2016,12,39 58:04.242,75 13:41.404
2016,20,39 55:37.231,75 14:36.560
2016,7,40 00:18.503,75 04:33.074
2016,13,39 56:27.402,75 09:03.423
2016,15,39 58:14.108,75 09:03.120
2016,8,39 57:24.829,75 14:38.569
2016,12,40 02:10.284,75 02:06.363
2016,0,40 02:22.122,75 09:54.677
2016,19,40 07:06.571,75 00:30.389
2016,15,39 58:09.171,75 07:37.030
2016,12,39 59:32.000,75 06:21.900
2016,21,40 03:40.169,75 11:31.165
2016,7,39 59:33.831,75 07:13.101
2016,22,39 57:19.425,75 09:21.185
2016,15,40 02:49.617,75 11:36.470
2016,16,39 56:23.157,75 09:50.911
2016,12,39 54:53.092,75 14:39.848
2016,2,39 58:18.457,75 07:33.609
2016,13,39 59:17.480,75 08:04.120
2016,1,40 00:06.828,75 09:10.294
2016,12,40 02:21.268,75 02:42.993
2016,7,39 56:12.168,75 10:00.584
2016,99,39 55:01.859,75 14:46.691
2016,15,39 58:41.676,75 06:40.092
2016,20,39 59:32.825,75 10:46.468
2016,18,40 07:22.321,75 00:56.477
2016,4,40 00:40.582,75 06:21.476
2016,1,39 59:22.135,75 09:23.245
2016,16,39 58:56.456,75 13:36.789
2016,15,40 02:10.701,75 03:04.967
2016,4,40 00:28.406,75 08:25.901
2016,12,39 58:53.344,75 07:02.419
2016,18,39 56:25.389,75 13:53.511
2016,21,40 03:59.367,75 11:46.819
2016,9,39 57:11.905,75 09:44.077
2016,2,40 01:22.263,75 12:36.007
2016,18,40 03:35.406,75 03:58.499
2016,9,40 03:29.578,75 08:20.168
2016,7,40 00:13.024,75 07:56.150
2016,11,39 55:44.076,75 10:49.440
2016,18,39 56:46.759,75 11:49.532
2016,9,39 59:11.983,75 12:29.919
2016,16,40 02:46.139,75 02:42.973
2016,14,40 01:21.296,75 10:41.374
2016,6,39 59:50.669,75 04:55.143
2016,19,40 01:52.420,75 08:44.761
2016,99,40 02:29.881,75 06:43.946
2016,7,39 59:35.013,75 05:06.819
2016,9,39 59:36.092,75 07:16.028
2016,8,40 02:06.188,75 10:25.622
2016,17,39 55:14.358,75 10:14.006
2016,12,40 02:10.659,75 10:30.892
2016,21,40 01:23.133,75 03:21.508
2016,21,39 58:53.612,75 07:02.654
2016,14,40 02:18.188,75 10:36.876
2016,12,39 58:45.609,75 08:19.575
2016,20,40 02:31.574,75 11:09.603
2016,19,39 59:35.013,75 05:06.819
2016,7,40 01:31.773,75 01:43.350
2016,20,39 56:19.899,75 11:50.108
2016,3,39 58:43.177,75 08:00.667
2016,8,40 05:54.707,75 02:50.155
2016,7,40 03:20.736,75 02:50.504
2016,9,40 00:11.036,75 09:51.469
2016,5,39 58:34.136,75 11:44.141
2016,0,40 04:07.379,75 04:02.423
2016,12,40 01:33.155,75 01:39.232
2016,13,40 01:04.973,75 02:52.472
2016,22,40 05:22.175,75 02:01.162
2016,15,39 57:57.225,75 12:26.989
2016,22,40 01:11.222,75 09:04.125
2016,6,39 55:15.711,75 12:55.854
2016,2,40 01:26.507,75 07:51.379
2016,8,40 01:34.998,75 07:01.744
2016,21,39 57:41.555,75 09:04.825
2016,23,40 00:40.368,75 08:09.621
2016,8,40 02:10.701,75 03:04.967
2016,21,39 53:29.096,75 14:14.964
2016,16,39 59:28.107,75 09:04.823
2016,16,39 58:42.603,75 16:22.657
2016,9,40 02:20.094,75 04:29.135
2016,4,39 58:09.277,75 07:36.840
2016,18,39 55:42.388,75 09:42.472
2016,17,40 01:22.113,75 02:09.526
2016,8,40 00:56.884,75 03:08.737
2016,12,40 02:07.885,75 04:01.723
2016,15,40 02:38.988,75 07:02.621
2016,15,40 05:25.342,75 01:59.312
2016,10,39 53:39.481,75 14:10.990
2016,6,40 06:20.494,74 58:47.222
2016,18,40 03:08.460,75 09:27.889
2016,1,39 57:24.847,75 09:15.561
2016,21,40 04:22.157,75 09:21.257
2016,8,40 00:56.894,75 08:28.039
2016,15,39 58:30.604,75 09:11.469
2016,99,39 56:07.519,75 13:04.141
2016,6,40 04:30.988,75 09:37.550
2016,5,39 57:16.664,75 10:52.570
2016,23,40 00:31.034,75 04:07.810
2016,7,39 57:32.622,75 10:16.661
2016,16,39 59:14.674,75 06:30.425
2016,19,39 56:19.501,75 10:29.174
2016,0,39 53:59.774,75 10:10.766
2016,17,39 59:50.827,75 09:13.773
2016,6,39 55:24.445,75 11:32.265
2016,15,40 04:09.459,75 01:50.082
2016,6,40 00:34.739,75 03:50.936
2016,14,40 01:56.751,75 10:41.178
2016,0,40 01:29.521,75 10:50.787
2016,12,40 00:55.051,75 08:13.761
2016,10,39 54:29.866,75 13:23.152
2016,11,40 04:26.944,75 11:26.887
2016,23,39 57:26.100,75 10:10.400
2016,21,39 55:07.590,75 11:13.205
2016,7,40 08:03.616,75 00:33.107
2016,20,39 58:30.552,75 07:07.419
2016,18,40 01:15.747,75 03:15.058
2016,99,40 01:23.408,75 08:59.585
2016,2,40 00:44.920,75 04:08.560
2016,99,40 02:39.763,75 01:49.950
2016,22,39 56:34.904,75 09:07.581
2016,22,39 59:45.716,75 10:14.767
2016,6,40 02:13.780,75 00:49.413
2016,12,40 00:32.107,75 12:19.379
2016,1,39 55:52.668,75 10:05.644
2016,10,39 59:00.431,75 12:10.552
2016,16,40 01:07.247,75 02:45.892
2016,16,39 55:50.289,75 08:44.726
2016,15,39 55:38.950,75 08:43.731
2016,21,39 57:33.501,75 09:35.521
2016,16,40 01:40.879,75 03:03.621
2016,19,40 00:45.131,75 04:23.853
2016,1,39 57:11.151,75 10:54.540
2016,12,40 00:33.903,75 03:59.166
2016,3,39 58:10.246,75 07:35.193
2016,2,39 56:01.248,75 13:53.583
2016,21,40 01:33.389,75 02:35.691
2016,16,39 56:34.515,75 12:55.924
2016,17,40 01:34.998,75 07:01.744
2016,21,39 57:30.348,75 10:01.945
2016,0,40 01:08.776,75 09:36.542
2016,14,39 55:45.997,75 14:36.193
2016,10,40 03:11.312,75 05:12.436
2016,19,39 57:05.475,75 13:21.442
2016,16,40 00:32.885,75 04:08.769
2016,6,40 03:28.114,75 05:07.970
2016,7,40 00:50.029,75 10:10.219
2016,18,39 59:08.827,75 12:56.555
2016,0,39 56:35.696,75 08:56.000
2016,9,39 58:01.195,75 11:16.573
2016,17,40 00:31.467,75 04:59.571
2016,19,40 02:20.571,75 08:40.639
2016,21,39 59:40.599,75 09:51.451
2016,1,39 57:28.199,75 13:57.120
2016,99,40 01:41.728,75 06:35.304
2016,7,40 03:08.339,75 00:28.750
2016,3,40 01:11.456,75 06:37.889
2016,99,40 01:56.722,75 06:22.431
2016,17,39 55:26.156,75 13:19.597
2016,16,40 02:48.951,74 59:34.049
2016,0,40 00:11.467,75 09:09.273
2016,10,40 07:06.945,75 00:25.153
2016,1,39 58:23.609,75 12:43.484
2016,22,40 01:59.264,75 09:47.412
2016,20,39 59:13.808,75 10:31.490
2016,18,40 03:17.448,75 10:08.247
2016,16,40 00:54.082,75 10:39.281
2016,8,39 57:40.572,75 11:27.936
2016,22,39 55:16.534,75 11:37.854
2016,9,40 05:57.017,74 59:13.037
2016,20,39 55:14.647,75 10:49.122
2016,10,40 01:32.829,75 07:58.227
2016,13,40 01:39.250,75 11:32.748
2016,6,39 59:32.946,75 05:08.287
2016,10,39 54:53.857,75 09:23.354
2016,18,39 55:05.239,75 10:51.193
2016,12,40 06:52.719,74 59:13.261
2016,5,40 00:43.439,75 09:01.869
2016,11,39 56:36.531,75 09:50.896
2016,1,39 57:24.961,75 10:49.602
2016,16,39 58:34.844,75 16:39.414
2016,8,39 53:55.411,75 10:13.933
2016,16,40 06:51.780,74 59:17.002
2016,5,39 53:50.506,75 15:07.793
2016,23,39 58:06.460,75 10:51.051
2016,20,40 02:16.872,75 13:09.062
2016,7,39 56:28.557,75 11:09.873
2016,6,39 57:47.719,75 11:18.597
2016,15,40 02:39.235,75 06:10.501
2016,3,40 02:44.678,75 09:40.071
2016,1,39 57:55.066,75 08:03.834
2016,11,39 54:29.727,75 09:41.021
2016,15,40 01:18.310,75 07:33.794
2016,16,39 59:49.557,75 14:07.172
2016,20,40 01:11.964,75 08:03.037
2016,3,40 04:50.820,75 01:42.117
2016,5,40 01:36.847,75 13:37.905
2016,16,40 00:15.202,75 10:14.516
2016,15,39 55:57.271,75 13:48.759
2016,19,40 02:14.355,75 07:30.255
2016,7,40 01:26.532,75 01:54.872
2016,12,39 59:27.805,75 08:41.413
2016,20,39 59:40.123,75 05:42.098
2016,19,39 55:45.543,75 13:15.221
2016,6,40 01:32.335,75 10:54.005
2016,3,40 02:33.500,75 01:32.990
2016,8,39 56:55.413,75 13:30.820
2016,9,39 57:02.548,75 13:43.906
2016,9,40 01:19.743,75 09:14.003
2016,8,39 55:58.508,75 08:55.373
2016,9,39 59:30.487,75 12:09.558
2016,18,39 54:58.684,75 10:03.536
2016,9,40 02:17.558,75 11:24.246
2016,14,40 03:33.132,75 02:38.341
2016,20,39 55:02.019,75 14:14.620
2016,14,39 57:01.666,75 11:33.605
2016,17,39 56:59.326,75 09:19.840
2016,22,40 03:56.397,75 03:05.152
2016,8,40 03:19.929,75 10:05.686
2016,17,40 00:36.401,75 09:03.400
2016,4,40 03:08.339,75 00:28.750
2016,15,39 58:00.089,75 11:15.583
2016,1,40 01:10.932,75 08:55.814
2016,12,40 01:40.843,75 07:56.434
2016,15,40 01:14.087,75 02:35.448
2016,12,39 58:38.125,75 09:29.199
2016,16,39 57:33.001,75 08:55.215
2016,20,39 55:23.787,75 10:54.219
2016,16,40 01:04.807,75 08:57.222
2016,18,39 56:26.022,75 08:35.258
2016,13,40 00:58.693,75 03:42.757
2016,1,39 55:20.362,75 10:24.589
2016,17,40 03:28.569,75 09:38.648
2016,8,39 57:19.596,75 08:52.975
2016,14,39 58:56.323,75 09:00.046
2016,13,40 01:31.746,75 07:20.688
2016,22,39 58:25.999,75 12:24.461
2016,0,39 55:25.976,75 13:52.188
2016,7,39 57:36.040,75 10:47.387
2016,8,39 56:18.900,75 11:54.432
2016,18,40 02:47.376,75 10:01.839
2016,8,40 01:42.769,75 02:49.596
2016,7,40 03:14.351,75 02:56.006
2016,7,39 58:58.072,75 12:22.561
2016,15,39 58:35.738,75 11:48.584
2016,21,39 59:15.403,75 09:59.191
2016,17,40 03:47.592,75 11:01.827
2016,22,39 56:49.794,75 14:16.447
2016,2,39 54:57.149,75 13:16.823
2016,18,40 02:09.368,75 02:32.560
2016,5,40 01:23.830,75 02:05.476
2016,7,40 00:57.322,75 12:18.564
2016,22,40 01:14.299,75 09:37.824
2016,11,39 56:42.518,75 11:27.143
2016,8,39 59:11.983,75 12:29.919
2016,18,39 58:52.137,75 11:59.687
2016,12,39 57:24.825,75 12:22.359
2016,17,40 00:25.549,75 05:38.543
2016,11,40 03:16.301,75 05:26.793
2016,16,39 56:20.675,75 08:37.857
2016,9,39 59:42.536,75 11:30.841
2016,19,39 59:21.294,75 12:23.365
2016,11,40 01:33.313,75 07:58.253
2016,1,39 56:31.668,75 14:00.964
2016,19,40 01:43.697,75 05:23.235
2016,18,40 01:53.299,75 10:20.452
2016,8,39 56:49.178,75 09:55.195
2016,14,39 57:34.830,75 09:45.819
2016,7,39 59:30.291,75 06:46.001
2016,12,39 57:22.453,75 11:38.974
2016,20,40 00:00.900,75 08:32.593
2016,0,39 59:04.830,75 09:15.368
2016,10,40 02:33.558,75 07:48.381
2016,17,40 00:34.498,75 11:14.124
2016,5,39 56:59.678,75 08:37.429
2016,23,40 04:11.773,75 09:25.779
2016,10,39 58:56.668,75 14:29.569
2016,8,40 00:54.429,75 03:40.487
2016,3,40 00:20.556,75 08:14.023
2016,14,39 52:56.053,75 15:09.826
2016,14,39 59:43.731,75 06:32.155
2016,12,40 00:28.507,75 04:21.754
2016,21,39 55:41.368,75 09:02.516
2016,8,40 01:16.334,75 02:27.271
2016,18,40 03:22.881,75 14:09.500
2016,17,40 02:46.269,75 08:42.903
2016,4,39 58:40.054,75 12:48.645
2016,17,39 55:50.680,75 10:13.574
2016,17,39 57:23.851,75 09:57.547
2016,2,40 03:06.246,75 07:37.696
2016,3,39 54:59.984,75 08:51.762
2016,16,40 00:38.991,75 09:53.585
2016,15,40 01:34.860,75 01:39.976
2016,14,39 59:52.284,75 07:27.549
2016,20,39 55:24.611,75 09:46.436
2016,16,39 56:55.413,75 13:30.820
2016,12,40 02:41.266,75 10:19.774
2016,18,40 02:31.174,75 02:59.873
2016,2,39 55:41.212,75 10:50.323
2016,15,39 58:15.682,75 09:58.650
2016,12,40 00:35.589,75 11:12.429
2016,19,40 01:52.325,75 12:27.038
2016,17,39 58:35.560,75 07:11.032
2016,0,40 02:39.891,75 01:04.955
2016,20,40 01:47.942,75 06:49.316
2016,16,39 58:50.154,75 14:05.424
2016,4,39 55:11.966,75 13:22.049
2016,22,39 59:21.875,75 05:15.792
2016,8,39 57:08.535,75 09:17.776
2016,18,39 59:46.928,75 07:17.666
2016,15,40 00:15.250,75 11:41.050
2016,9,39 58:12.616,75 09:34.731
2016,19,40 02:43.781,75 11:33.712
2016,4,40 02:13.6,75 08:56.9
2016,17,40 01:53.107,75 05:13.150
2016,2,39 58:37.426,75 12:19.810
2016,1,39 55:30.163,75 10:10.529
2016,12,40 03:14.068,74 59:08.508
2016,7,39 55:55.923,75 11:29.482
2016,6,39 56:54.369,75 14:07.781
2016,99,40 00:31.601,75 05:54.240
2016,8,39 54:53.829,75 08:52.894
2016,17,40 00:01.057,75 09:11.551
2016,18,39 57:24.312,75 11:55.365
2016,8,40 04:58.677,74 58:02.853
2016,17,39 57:30.775,75 10:05.529
2016,16,40 00:26.621,75 12:02.833
2016,22,39 57:29.891,75 12:50.633
2016,12,39 57:27.128,75 09:33.560
2016,16,39 54:19.747,75 10:24.805
2016,1,40 00:46.713,75 07:09.797
2016,23,40 01:13.356,75 09:14.356
2016,12,39 59:09.220,75 12:49.076
2016,6,40 01:58.442,75 06:24.270
2016,14,39 57:22.441,75 14:53.151
2016,22,39 55:53.673,75 10:01.628
2016,8,40 05:34.472,75 02:54.877
2016,2,39 56:44.094,75 11:24.352
2016,17,40 01:12.279,75 02:35.308
2016,8,39 55:46.320,75 10:06.592
2016,9,39 59:01.728,75 05:48.746
2016,21,40 00:18.780,75 11:47.258
2016,20,40 01:56.539,75 01:16.226
2016,20,39 56:23.287,75 13:23.030
2016,18,39 57:15.493,75 10:35.805
2016,16,39 57:45.943,75 11:53.984
2016,7,40 01:44.684,75 06:54.442
2016,13,40 00:20.401,75 08:53.861
2016,17,39 59:11.018,75 10:10.592
2016,2,39 56:10.954,75 11:57.915
2016,8,39 57:17.622,75 12:31.637
2016,9,39 56:24.382,75 12:02.446
2016,16,39 55:32.216,75 08:48.746
2016,12,39 55:17.329,75 11:13.645
2016,13,39 58:50.320,75 10:15.063
2016,21,39 55:55.544,75 14:33.370
2016,16,40 01:43.284,75 07:03.795
2016,18,39 59:47.085,75 09:14.585
2016,23,39 55:09.643,75 12:14.806
2016,4,39 57:19.170,75 12:52.944
2016,0,40 05:06.869,75 02:12.644
2016,2,40 02:21.930,75 04:38.559
2016,13,40 02:15.431,75 11:11.736
2016,0,39 57:23.713,75 09:14.541
2016,11,39 58:37.643,75 14:31.406
2016,16,39 58:28.972,75 11:54.269
2016,8,39 57:06.151,75 08:29.297
2016,0,40 00:16.833,75 09:37.364
2016,15,40 00:27.734,75 06:10.133
2016,2,40 03:08.524,75 13:35.703
2016,9,39 58:12.895,75 07:49.748
2016,0,39 57:53.673,75 13:28.432
2016,15,39 54:50.094,75 14:00.567
2016,14,40 03:02.448,75 02:08.424
2016,7,40 03:20.764,75 09:31.951
2016,20,39 59:53.948,75 08:59.503
2016,17,40 03:51.979,75 09:12.577
2016,20,39 58:47.849,75 09:07.808
2016,0,39 58:43.718,75 06:34.477
2016,15,39 57:28.699,75 09:19.162
2016,11,39 56:54.955,75 11:09.712
2016,21,40 04:34.716,74 59:13.588
2016,22,40 01:41.740,75 04:27.919
2016,11,39 53:00.533,75 13:49.259
2016,14,39 56:37.499,75 13:32.388
2016,17,40 06:20.158,74 59:59.499
2016,22,40 00:33.470,75 11:17.553
2016,15,40 06:31.161,75 03:15.325
2016,9,39 56:42.518,75 11:27.143
2016,21,40 00:07.027,75 08:24.226
2016,18,39 57:52.369,75 09:04.553
2016,8,39 57:41.507,75 08:41.579
2016,19,39 56:05.393,75 08:33.250
2016,16,39 55:03.117,75 12:46.638
2016,14,40 05:56.940,74 59:44.015
2016,14,39 57:22.799,75 09:45.559
2016,1,39 58:29.083,75 07:01.602
2016,14,39 59:30.226,75 08:16.178
2016,6,39 53:25.243,75 12:01.129
2016,8,40 04:30.988,75 09:37.550
2016,17,39 58:38.276,75 10:50.228
2016,10,39 58:29.138,75 11:41.599
2016,10,39 56:30.123,75 13:30.871
2016,23,40 05:15.124,74 58:16.775
2016,15,40 01:27.953,75 03:46.121
2016,13,40 06:46.663,75 01:22.836
2016,1,40 01:40.329,75 11:26.559
2016,9,40 01:11.998,75 09:07.891
2016,20,40 01:58.442,75 06:24.270
2016,13,39 57:15.401,75 09:43.410
2016,22,40 02:07.746,75 06:50.477
2016,7,40 02:31.403,75 13:33.344
2016,12,40 02:29.198,75 07:12.381
2016,16,39 55:29.589,75 13:43.219
2016,3,39 56:59.150,75 08:30.411
2016,11,40 01:25.623,75 01:58.305
2016,17,39 55:46.196,75 13:16.013
2016,14,40 03:27.050,75 04:37.594
2016,1,39 54:04.387,75 09:09.142
2016,14,39 57:12.384,75 08:27.445
2016,16,39 59:47.418,75 06:49.739
2016,9,39 57:32.892,75 09:30.530
2016,9,39 58:01.531,75 12:23.921
2016,1,40 01:44.349,75 05:21.034
2016,9,40 03:35.733,75 01:06.209
2016,16,40 00:34.600,75 10:03.140
2016,10,40 02:48.573,75 04:13.233
2016,10,40 04:02.319,75 03:33.245
2016,23,39 57:25.063,75 08:24.064
2016,17,40 02:09.495,75 10:21.831
2016,10,40 01:40.775,75 06:36.738
2016,15,39 59:59.438,75 07:34.525
2016,12,40 03:47.826,75 08:21.544
2016,9,39 55:00.037,75 09:34.383
2016,10,39 58:50.397,75 08:13.811
2016,14,39 56:57.728,75 13:50.396
2016,14,39 58:01.808,75 11:47.572
2016,13,39 57:43.226,75 09:27.608
2016,9,40 00:20.036,75 08:44.154
2016,11,39 55:05.606,75 12:31.561
2016,3,39 56:27.099,75 12:45.290
2016,18,40 00:03.643,75 07:25.222
2016,11,39 59:00.369,75 09:30.823
2016,14,40 02:33.592,75 07:47.490
2016,4,39 58:36.928,75 07:54.232
2016,11,39 58:37.928,75 11:57.578
2016,17,40 02:40.786,75 05:02.724
2016,14,40 01:54.874,75 03:12.800
2016,16,39 57:16.480,75 12:00.413
2016,16,39 56:24.147,75 09:36.143
2016,13,39 57:29.532,75 14:07.900
2016,10,40 06:28.498,75 01:35.131
2016,16,39 57:52.193,75 10:40.224
2016,20,40 02:27.591,75 09:26.818
2016,18,39 59:55.539,75 07:44.896
2016,0,39 54:30.153,75 14:01.140
2016,16,40 00:49.392,75 04:24.330
2016,16,40 00:00.424,75 10:40.450
2016,13,40 00:32.156,75 04:19.191
2016,19,39 57:44.356,75 08:23.160
2016,1,39 58:33.531,75 09:34.070
2016,14,39 59:49.984,75 04:54.777
2016,19,40 02:22.463,75 02:44.643
2016,18,39 55:05.239,75 10:51.193
2016,2,39 54:44.587,75 14:34.774
2016,23,39 56:39.026,75 12:59.538
2016,2,39 54:21.113,75 11:37.838
2016,15,39 55:17.293,75 11:28.435
2016,14,39 56:43.288,75 08:37.867
2016,99,40 05:38.581,75 01:51.296
2016,21,39 59:36.875,75 09:06.333
2016,23,39 57:14.534,75 14:34.135
2016,7,39 56:37.946,75 11:32.119
2016,10,39 55:16.534,75 11:37.854
2016,2,40 00:14.952,75 09:36.867
2016,99,39 57:41.020,75 11:56.512
2016,20,39 59:44.636,75 05:33.500
2016,9,40 01:52.669,75 10:33.380
2016,16,39 59:10.672,75 10:08.405
2016,21,39 57:20.286,75 12:08.187
2016,15,40 00:59.369,75 03:41.452
2016,17,39 59:23.985,75 07:32.670
2016,10,39 55:14.358,75 10:14.006
2016,14,39 57:30.515,75 10:03.343
2016,12,39 59:29.691,75 06:32.753
2016,9,39 58:45.813,75 08:41.517
2016,4,39 55:05.164,75 14:48.699
2016,18,40 04:40.774,75 12:38.329
2016,14,40 03:23.994,75 00:30.452
2016,9,39 56:35.783,75 08:33.997
2016,22,39 54:39.696,75 14:33.842
2016,5,40 01:31.206,75 01:42.482
2016,16,40 03:20.615,75 00:30.506
2016,12,39 57:04.187,75 11:54.244
2016,14,40 00:33.417,75 10:05.704
2016,5,39 54:57.588,75 09:52.288
2016,3,39 59:36.808,75 05:04.505
2016,8,40 06:04.244,74 59:02.205
2016,17,40 02:21.205,75 09:08.494
2016,11,40 03:08.872,74 59:01.320
2016,12,39 58:22.001,75 11:37.053
2016,12,39 57:51.613,75 14:03.292
2016,8,40 03:17.398,75 11:13.070
2016,20,40 02:44.278,75 04:17.368
2016,19,40 06:38.206,75 01:39.784
2016,17,39 58:00.365,75 10:49.835
2016,16,39 54:16.002,75 14:18.945
2016,21,39 55:41.767,75 08:46.657
2016,16,39 55:41.880,75 14:10.616
2016,16,39 55:40.947,75 08:47.635
2016,6,39 55:18.436,75 09:48.002
2016,12,40 02:49.300,75 04:01.523
2016,14,39 53:57.869,75 14:21.645
2016,7,40 01:23.038,75 04:35.922
2016,12,39 58:07.829,75 08:10.292
2016,7,40 05:40.347,75 00:54.154
2016,16,39 56:33.039,75 09:48.758
2016,8,40 01:50.743,75 05:35.516
2016,16,39 53:18.674,75 13:04.647
2016,14,39 56:14.888,75 09:17.859
2016,9,39 58:00.145,75 12:29.035
2016,0,40 01:06.113,75 08:54.943
2016,99,40 01:39.944,75 09:41.212
2016,18,39 57:45.834,75 12:13.931
2016,13,39 56:39.026,75 12:59.538
2016,19,39 59:53.100,75 13:59.645
2016,18,39 57:56.944,75 09:38.617
2016,0,40 01:53.078,75 05:05.038
2016,13,39 55:39.949,75 08:47.058
2016,1,39 59:20.115,75 05:22.175
2016,8,40 03:46.144,75 09:32.968
2016,6,40 01:48.277,75 04:39.568
2016,10,39 57:45.175,75 11:16.250
2016,15,40 01:53.711,75 03:48.013
2016,7,39 57:13.402,75 13:56.207
2016,20,39 54:04.758,75 14:21.973
2016,13,39 55:58.900,75 11:17.181
2016,9,39 57:17.711,75 11:47.224
2016,3,40 01:00.708,75 08:58.113
2016,12,39 57:23.011,75 08:39.598
2016,16,39 55:38.416,75 08:41.201
2016,22,40 03:57.346,75 09:33.410
2016,17,39 59:59.072,75 08:18.639
2016,22,40 02:16.088,75 04:28.064
2016,12,39 57:33.984,75 11:55.262
2016,5,39 53:14.622,75 14:53.064
2016,12,40 00:05.107,75 11:41.874
2016,4,40 07:35.255,75 01:13.062
2016,12,39 56:49.333,75 08:32.243
2016,16,39 58:39.490,75 06:44.265
2016,16,39 56:15.759,75 09:55.724
2016,7,40 06:46.663,75 01:22.836
2016,21,39 55:27.728,75 10:10.600
2016,4,40 01:23.555,75 03:46.746
2016,12,40 02:01.849,75 07:41.314
2016,16,40 01:40.095,75 05:55.134
2016,13,39 57:57.450,75 11:11.401
2016,20,39 57:57.523,75 11:11.489
2016,15,39 56:25.327,75 14:11.791
2016,2,40 01:23.417,75 07:27.195
2016,10,40 00:10.868,75 07:39.525
2016,14,40 01:50.211,75 03:17.181
2016,18,40 00:16.603,75 09:07.705
2016,19,39 56:54.935,75 13:02.265
2016,6,40 02:19.210,75 00:27.565
2016,15,39 59:27.397,75 06:05.681
2016,7,40 01:35.680,75 09:33.469
2016,13,39 59:38.577,75 14:29.837
2016,9,40 01:14.970,75 07:05.771
2016,22,39 56:52.554,75 13:38.573
2016,17,39 57:12.850,75 10:23.484
2016,2,39 58:05.239,75 09:41.180
2016,9,39 56:55.126,75 13:45.567
2016,2,39 56:47.056,75 14:41.013
2016,8,39 56:18.900,75 11:54.432
2016,17,39 59:17.256,75 15:16.009
2016,13,40 01:11.330,75 03:01.009
2016,18,39 59:09.524,75 09:58.003
2016,18,40 00:59.980,75 09:07.681
2016,12,40 01:41.404,75 02:31.106
2016,4,39 58:23.146,75 07:15.414
2016,5,40 01:08.783,75 02:46.392
2016,21,40 02:58.521,74 59:56.324
2016,16,40 03:07.127,75 03:02.609
2016,11,40 01:30.284,75 07:33.883
2016,6,39 58:02.906,75 10:51.624
2016,17,39 59:40.590,75 09:35.349
2016,17,39 55:58.508,75 08:55.373
2016,18,40 03:46.988,75 05:11.702
2016,8,40 01:57.187,75 01:57.341
2016,16,39 53:54.057,75 10:54.753
2016,9,40 02:34.252,75 03:47.603
2016,18,40 01:39.104,75 08:47.126
2016,15,40 03:11.822,75 05:31.233
2016,0,40 00:08.707,75 04:41.764
2016,19,40 02:34.393,75 03:09.698
2016,13,39 55:21.237,75 08:52.020
2016,99,39 59:05.157,75 07:00.015
2016,17,40 00:49.241,75 10:46.383
2016,13,40 03:16.658,75 00:35.920
2016,20,40 03:41.236,74 59:36.074
2016,7,39 56:37.683,75 13:22.061
2016,22,40 03:32.576,75 09:44.431
2016,1,40 04:55.560,74 59:59.316
2016,21,40 03:29.547,75 10:39.342
2016,16,39 57:07.894,75 14:26.897
2016,4,40 02:40.384,75 03:41.070
2016,23,40 00:23.670,75 08:35.980
2016,99,40 01:53.078,75 05:05.038
2016,13,39 56:56.623,75 09:20.444
2016,10,40 04:05.163,75 09:27.889
2016,7,40 03:22.415,75 02:48.811
2016,19,39 56:54.491,75 11:10.619
2016,9,39 55:05.113,75 12:34.183
2016,4,39 55:11.166,75 12:06.611
2016,19,40 01:13.441,75 09:07.585
2016,7,40 03:31.070,75 03:32.430
2016,17,39 55:56.427,75 11:33.179
2016,8,40 02:52.901,75 05:34.215
2016,8,40 03:11.403,75 14:10.288
2016,17,40 02:24.700,75 09:21.016
2016,18,40 04:36.864,75 02:10.237
2016,14,39 56:10.201,75 13:09.883
2016,20,39 56:41.825,75 11:28.016
2016,5,40 05:34.112,74 58:41.640
2016,15,39 57:32.212,75 10:13.351
2016,8,40 01:42.798,75 05:07.223
2016,16,40 01:38.028,75 06:51.904
2016,5,40 00:46.429,75 08:30.310
2016,23,40 01:34.076,75 07:18.694
2016,12,40 03:45.121,75 10:15.037
2016,17,39 57:22.799,75 13:17.819
2016,23,40 01:21.712,75 08:00.711
2016,4,40 01:13.999,75 09:13.619
2016,99,40 03:33.186,75 14:15.965
2016,12,39 59:26.480,75 06:05.202
